id_sala,horario,temperatura
1,1699664400,25.24
1,1699668000,25.16
1,1699671600,25.38
1,1699675200,25.86
1,1699678800,25.05
1,1699682400,25.48
1,1699686000,25.01
1,1699689600,25.77
1,1699693200,25.94
1,1699696800,25.0
1,1699700400,25.57
1,1699704000,25.11
1,1699707600,25.04
1,1699711200,25.11
1,1699714800,25.09
1,1699718400,25.1
1,1699722000,25.08
1,1699725600,25.86
1,1699729200,25.89
1,1699732800,25.87
1,1699736400,25.25
1,1699740000,25.24
1,1699743600,25.26
1,1699747200,25.8
1,1699750800,25.14
1,1699754400,25.18
1,1699758000,25.34
1,1699761600,25.88
1,1699765200,25.87
1,1699768800,25.1
1,1699772400,25.45
1,1699776000,25.87
1,1699779600,25.49
1,1699783200,25.29
1,1699786800,25.05
1,1699790400,25.95
1,1699794000,25.08
1,1699797600,25.26
1,1699801200,25.99
1,1699804800,25.91
1,1699808400,25.43
1,1699812000,25.28
1,1699815600,25.15
1,1699819200,25.98
1,1699822800,25.29
1,1699826400,25.89
1,1699830000,25.8
1,1699833600,25.93
1,1699837200,25.33
1,1699840800,25.32
1,1699844400,25.37
1,1699848000,25.88
1,1699851600,25.38
1,1699855200,25.88
1,1699858800,25.15
1,1699862400,25.83
1,1699866000,25.27
1,1699869600,25.18
1,1699873200,25.67
1,1699876800,25.87
1,1699880400,25.27
1,1699884000,25.64
1,1699887600,25.42
1,1699891200,25.06
1,1699894800,25.07
1,1699898400,25.38
1,1699902000,25.09
1,1699905600,25.18
1,1699909200,25.66
1,1699912800,25.45
1,1699916400,25.15
1,1699920000,25.35
1,1699923600,25.26
1,1699927200,25.1
1,1699930800,25.01
1,1699934400,25.99
1,1699938000,25.87
1,1699941600,25.97
1,1699945200,25.85
1,1699948800,25.31
1,1699952400,25.49
1,1699956000,25.2
1,1699959600,25.07
1,1699963200,25.09
1,1699966800,25.22
1,1699970400,25.6
1,1699974000,25.74
1,1699977600,25.63
1,1699981200,25.17
1,1699984800,25.83
1,1699988400,25.86
1,1699992000,25.31
1,1699995600,25.41
1,1699999200,25.11
1,1700002800,25.55
1,1700006400,25.38
1,1700010000,25.2
1,1700013600,25.95
1,1700017200,25.51
1,1700020800,25.52
1,1700024400,25.37
1,1700028000,25.48
1,1700031600,25.43
1,1700035200,25.35
1,1700038800,26.0
1,1700042400,25.65
1,1700046000,25.45
1,1700049600,25.9
1,1700053200,25.29
1,1700056800,25.15
1,1700060400,25.69
1,1700064000,25.43
1,1700067600,25.92
1,1700071200,25.67
1,1700074800,25.21
1,1700078400,25.96
1,1700082000,25.04
1,1700085600,25.82
1,1700089200,25.01
1,1700092800,25.48
1,1700096400,25.01
1,1700100000,25.23
1,1700103600,25.73
1,1700107200,25.06
1,1700110800,25.94
1,1700114400,25.67
1,1700118000,25.08
1,1700121600,25.2
1,1700125200,25.95
1,1700128800,25.29
1,1700132400,25.94
1,1700136000,25.06
1,1700139600,25.47
1,1700143200,25.03
1,1700146800,25.49
1,1700150400,25.59
1,1700154000,25.03
1,1700157600,25.99
1,1700161200,25.25
1,1700164800,25.09
1,1700168400,25.78
1,1700172000,25.94
1,1700175600,25.17
1,1700179200,25.3
1,1700182800,25.71
1,1700186400,25.17
1,1700190000,25.1
1,1700193600,25.79
1,1700197200,25.84
1,1700200800,25.2
1,1700204400,25.58
1,1700208000,25.54
1,1700211600,25.76
1,1700215200,25.23
1,1700218800,25.24
1,1700222400,25.51
1,1700226000,25.17
1,1700229600,25.81
1,1700233200,25.27
1,1700236800,25.29
1,1700240400,25.14
1,1700244000,26.0
1,1700247600,25.68
1,1700251200,25.88
1,1700254800,25.36
1,1700258400,25.32
1,1700262000,25.3
1,1700265600,25.82
1,1700269200,25.11
1,1700272800,25.32
1,1700276400,25.22
1,1700280000,25.46
1,1700283600,25.26
1,1700287200,25.39
1,1700290800,25.61
1,1700294400,25.24
1,1700298000,25.12
1,1700301600,25.78
1,1700305200,25.63
1,1700308800,25.96
1,1700312400,25.48
1,1700316000,25.94
1,1700319600,25.24
1,1700323200,25.6
1,1700326800,25.68
1,1700330400,25.98
1,1700334000,25.2
1,1700337600,26.0
1,1700341200,25.73
1,1700344800,25.91
1,1700348400,25.55
1,1700352000,25.19
1,1700355600,25.01
1,1700359200,25.7
1,1700362800,25.79
1,1700366400,25.09
1,1700370000,25.39
1,1700373600,25.74
1,1700377200,25.81
1,1700380800,25.55
1,1700384400,25.11
1,1700388000,25.95
1,1700391600,25.79
1,1700395200,25.24
1,1700398800,25.21
1,1700402400,25.06
1,1700406000,25.01
1,1700409600,25.07
1,1700413200,25.82
1,1700416800,25.57
1,1700420400,25.62
1,1700424000,25.61
1,1700427600,25.28
1,1700431200,25.33
1,1700434800,25.76
1,1700438400,25.81
1,1700442000,25.24
1,1700445600,25.07
1,1700449200,25.5
1,1700452800,25.92
1,1700456400,25.6
1,1700460000,25.01
1,1700463600,25.32
1,1700467200,25.48
1,1700470800,25.99
1,1700474400,25.25
1,1700478000,25.73
1,1700481600,25.15
1,1700485200,25.98
1,1700488800,25.13
1,1700492400,25.78
1,1700496000,25.64
1,1700499600,25.07
1,1700503200,25.01
1,1700506800,25.7
1,1700510400,25.07
1,1700514000,25.57
1,1700517600,25.76
1,1700521200,25.62
1,1700524800,25.08
1,1700528400,25.55
1,1700532000,25.1
1,1700535600,25.97
1,1700539200,25.32
1,1700542800,25.83
1,1700546400,25.29
1,1700550000,25.32
1,1700553600,25.3
1,1700557200,25.3
1,1700560800,25.05
1,1700564400,25.23
1,1700568000,25.93
1,1700571600,25.31
1,1700575200,25.69
1,1700578800,25.31
1,1700582400,25.11
1,1700586000,25.19
1,1700589600,25.4
1,1700593200,25.68
1,1700596800,25.8
1,1700600400,25.98
1,1700604000,25.84
1,1700607600,25.07
1,1700611200,25.66
1,1700614800,25.9
1,1700618400,25.4
1,1700622000,25.16
1,1700625600,25.05
1,1700629200,25.74
1,1700632800,25.09
1,1700636400,25.35
1,1700640000,25.49
1,1700643600,25.49
1,1700647200,25.37
1,1700650800,25.72
1,1700654400,25.57
1,1700658000,25.16
1,1700661600,25.43
1,1700665200,25.78
1,1700668800,25.1
1,1700672400,25.16
1,1700676000,25.95
1,1700679600,25.92
1,1700683200,25.01
1,1700686800,25.18
1,1700690400,25.22
1,1700694000,25.77
1,1700697600,25.49
1,1700701200,25.81
1,1700704800,25.43
1,1700708400,25.21
1,1700712000,25.42
1,1700715600,25.71
1,1700719200,25.08
1,1700722800,25.46
1,1700726400,25.99
1,1700730000,25.32
1,1700733600,25.6
1,1700737200,25.49
1,1700740800,25.9
1,1700744400,25.93
1,1700748000,25.69
1,1700751600,25.64
1,1700755200,25.82
1,1700758800,25.62
1,1700762400,25.96
1,1700766000,25.32
1,1700769600,25.88
1,1700773200,25.65
1,1700776800,25.6
1,1700780400,25.33
1,1700784000,25.33
1,1700787600,25.81
1,1700791200,25.31
1,1700794800,25.8
1,1700798400,25.99
1,1700802000,25.05
1,1700805600,25.72
1,1700809200,25.82
1,1700812800,25.97
1,1700816400,25.15
1,1700820000,25.85
1,1700823600,25.7
1,1700827200,25.83
1,1700830800,25.08
1,1700834400,25.74
1,1700838000,25.31
1,1700841600,25.86
1,1700845200,25.18
1,1700848800,25.34
1,1700852400,25.02
1,1700856000,25.21
1,1700859600,25.16
1,1700863200,25.02
1,1700866800,25.71
1,1700870400,25.77
1,1700874000,25.39
1,1700877600,25.89
1,1700881200,25.5
1,1700884800,25.61
1,1700888400,25.41
1,1700892000,25.79
1,1700895600,25.16
1,1700899200,25.91
1,1700902800,25.49
1,1700906400,25.95
1,1700910000,25.08
1,1700913600,25.37
1,1700917200,25.11
1,1700920800,25.84
1,1700924400,25.91
1,1700928000,25.19
1,1700931600,25.49
1,1700935200,25.59
1,1700938800,25.68
1,1700942400,25.53
1,1700946000,25.05
1,1700949600,25.83
1,1700953200,25.21
1,1700956800,25.97
1,1700960400,25.89
1,1700964000,25.47
1,1700967600,25.3
1,1700971200,25.6
1,1700974800,25.24
1,1700978400,25.34
1,1700982000,25.03
1,1700985600,25.21
1,1700989200,25.55
1,1700992800,25.51
1,1700996400,25.6
1,1701000000,25.99
1,1701003600,25.74
1,1701007200,25.4
1,1701010800,25.63
1,1701014400,25.01
1,1701018000,26.0
1,1701021600,25.45
1,1701025200,25.52
1,1701028800,25.41
1,1701032400,25.31
1,1701036000,25.28
1,1701039600,25.73
1,1701043200,25.03
1,1701046800,25.63
1,1701050400,25.91
1,1701054000,25.83
1,1701057600,25.01
1,1701061200,25.21
1,1701064800,25.17
1,1701068400,25.94
1,1701072000,25.9
1,1701075600,25.07
1,1701079200,25.01
1,1701082800,25.97
1,1701086400,25.97
1,1701090000,25.94
1,1701093600,25.46
1,1701097200,25.01
1,1701100800,25.09
1,1701104400,25.78
1,1701108000,25.81
1,1701111600,25.06
1,1701115200,25.61
1,1701118800,25.56
1,1701122400,25.75
1,1701126000,25.12
1,1701129600,25.89
1,1701133200,25.01
1,1701136800,25.55
1,1701140400,25.36
1,1701144000,25.95
1,1701147600,25.66
1,1701151200,25.56
1,1701154800,25.9
1,1701158400,25.87
1,1701162000,25.59
1,1701165600,25.24
1,1701169200,25.6
1,1701172800,25.03
1,1701176400,25.39
1,1701180000,25.64
1,1701183600,25.55
1,1701187200,25.73
1,1701190800,25.32
1,1701194400,25.95
1,1701198000,25.74
1,1701201600,25.47
1,1701205200,25.38
1,1701208800,25.32
1,1701212400,25.93
1,1701216000,25.43
1,1701219600,25.55
1,1701223200,25.77
1,1701226800,25.15
1,1701230400,25.88
1,1701234000,25.79
1,1701237600,25.74
1,1701241200,25.43
1,1701244800,25.78
1,1701248400,25.11
1,1701252000,25.13
1,1701255600,25.02
1,1701259200,25.88
1,1701262800,25.86
1,1701266400,25.53
1,1701270000,25.14
1,1701273600,25.33
1,1701277200,25.7
1,1701280800,25.96
1,1701284400,25.51
1,1701288000,25.43
1,1701291600,25.44
1,1701295200,25.18
1,1701298800,25.96
1,1701302400,25.04
1,1701306000,25.19
1,1701309600,25.71
1,1701313200,25.21
1,1701316800,25.57
1,1701320400,25.65
1,1701324000,25.48
1,1701327600,25.97
1,1701331200,25.73
1,1701334800,25.64
1,1701338400,25.24
1,1701342000,25.39
1,1701345600,25.97
1,1701349200,25.09
1,1701352800,25.78
1,1701356400,25.6
1,1701360000,25.28
1,1701363600,25.73
1,1701367200,25.13
1,1701370800,25.44
1,1701374400,25.93
1,1701378000,25.28
1,1701381600,25.3
1,1701385200,25.14
1,1701388800,25.46
1,1701392400,25.35
1,1701396000,25.23
1,1701399600,25.49
1,1701403200,25.53
1,1701406800,25.52
1,1701410400,25.64
1,1701414000,25.44
1,1701417600,25.84
1,1701421200,25.34
1,1701424800,25.34
1,1701428400,25.36
1,1701432000,26.0
1,1701435600,33.510000000000005
1,1701439200,25.13
1,1701442800,26.0
1,1701446400,25.22
1,1701450000,25.29
1,1701453600,25.41
1,1701457200,25.81
1,1701460800,25.33
1,1701464400,25.22
1,1701468000,25.58
1,1701471600,25.77
1,1701475200,25.94
1,1701478800,25.41
1,1701482400,25.41
1,1701486000,25.72
1,1701489600,25.43
1,1701493200,25.48
1,1701496800,25.56
1,1701500400,25.39
1,1701504000,25.65
1,1701507600,25.09
1,1701511200,25.01
1,1701514800,25.12
1,1701518400,25.41
1,1701522000,25.42
1,1701525600,25.73
1,1701529200,25.85
1,1701532800,25.15
1,1701536400,25.57
1,1701540000,25.22
1,1701543600,25.04
1,1701547200,25.7
1,1701550800,25.05
1,1701554400,25.86
1,1701558000,25.27
1,1701561600,25.78
1,1701565200,25.26
1,1701568800,25.3
1,1701572400,25.46
1,1701576000,25.16
1,1701579600,25.44
1,1701583200,25.25
1,1701586800,25.55
1,1701590400,25.96
1,1701594000,25.79
1,1701597600,25.44
1,1701601200,25.85
1,1701604800,25.93
1,1701608400,25.21
1,1701612000,25.4
1,1701615600,25.96
1,1701619200,25.12
1,1701622800,25.21
1,1701626400,25.82
1,1701630000,25.85
1,1701633600,25.65
1,1701637200,25.96
1,1701640800,25.92
1,1701644400,25.57
1,1701648000,25.79
1,1701651600,25.57
1,1701655200,25.51
1,1701658800,25.37
1,1701662400,25.86
1,1701666000,25.43
1,1701669600,25.57
1,1701673200,25.32
1,1701676800,25.54
1,1701680400,25.72
1,1701684000,25.34
1,1701687600,25.39
1,1701691200,25.47
1,1701694800,25.31
1,1701698400,25.56
1,1701702000,25.41
1,1701705600,25.01
1,1701709200,25.98
1,1701712800,25.51
1,1701716400,25.92
1,1701720000,25.84
1,1701723600,25.61
1,1701727200,25.29
1,1701730800,25.7
1,1701734400,25.05
1,1701738000,25.19
1,1701741600,25.24
1,1701745200,25.21
1,1701748800,25.52
1,1701752400,25.38
1,1701756000,25.58
1,1701759600,25.5
1,1701763200,25.85
1,1701766800,25.45
1,1701770400,25.42
1,1701774000,25.98
1,1701777600,25.21
1,1701781200,25.1
1,1701784800,25.46
1,1701788400,25.61
1,1701792000,25.91
1,1701795600,25.59
1,1701799200,25.74
1,1701802800,25.81
1,1701806400,25.97
1,1701810000,25.71
1,1701813600,25.42
1,1701817200,25.21
1,1701820800,25.39
1,1701824400,25.06
1,1701828000,25.71
1,1701831600,25.94
1,1701835200,25.51
1,1701838800,25.84
1,1701842400,25.05
1,1701846000,25.27
1,1701849600,25.85
1,1701853200,25.3
1,1701856800,25.24
1,1701860400,25.26
1,1701864000,25.83
1,1701867600,25.67
1,1701871200,25.09
1,1701874800,25.85
1,1701878400,25.34
1,1701882000,25.43
1,1701885600,25.37
1,1701889200,25.27
1,1701892800,25.28
1,1701896400,25.51
1,1701900000,25.25
1,1701903600,25.53
1,1701907200,25.93
1,1701910800,25.16
1,1701914400,25.18
1,1701918000,25.45
1,1701921600,25.96
1,1701925200,25.95
1,1701928800,25.63
1,1701932400,25.19
1,1701936000,25.02
1,1701939600,25.39
1,1701943200,25.71
1,1701946800,25.16
1,1701950400,25.04
1,1701954000,25.92
1,1701957600,25.96
1,1701961200,25.2
1,1701964800,25.19
1,1701968400,25.64
1,1701972000,25.96
1,1701975600,25.19
1,1701979200,25.7
1,1701982800,25.68
1,1701986400,25.52
1,1701990000,25.19
1,1701993600,25.21
1,1701997200,25.28
1,1702000800,25.09
1,1702004400,25.76
1,1702008000,25.09
1,1702011600,25.22
1,1702015200,25.08
1,1702018800,25.26
1,1702022400,25.45
1,1702026000,25.47
1,1702029600,25.12
1,1702033200,25.74
1,1702036800,25.24
1,1702040400,25.99
1,1702044000,25.76
1,1702047600,25.06
1,1702051200,25.82
1,1702054800,25.81
1,1702058400,25.02
1,1702062000,25.21
1,1702065600,25.36
1,1702069200,25.67
1,1702072800,25.36
1,1702076400,26.0
1,1702080000,25.52
1,1702083600,25.77
1,1702087200,25.38
1,1702090800,25.93
1,1702094400,25.41
1,1702098000,25.45
1,1702101600,25.8
1,1702105200,25.76
1,1702108800,25.37
1,1702112400,25.67
1,1702116000,25.29
1,1702119600,25.08
1,1702123200,25.23
1,1702126800,25.82
1,1702130400,25.35
1,1702134000,25.65
1,1702137600,25.13
1,1702141200,25.8
1,1702144800,25.32
1,1702148400,25.09
1,1702152000,25.57
1,1702155600,25.81
1,1702159200,25.02
1,1702162800,25.37
1,1702166400,25.22
1,1702170000,25.62
1,1702173600,25.18
1,1702177200,25.15
1,1702180800,25.51
1,1702184400,25.9
1,1702188000,25.77
1,1702191600,26.0
1,1702195200,25.48
1,1702198800,25.25
1,1702202400,25.27
1,1702206000,25.18
1,1702209600,25.08
1,1702213200,25.83
1,1702216800,25.75
1,1702220400,25.18
1,1702224000,25.36
1,1702227600,25.48
1,1702231200,25.84
1,1702234800,25.48
1,1702238400,25.39
1,1702242000,25.49
1,1702245600,25.81
1,1702249200,25.92
1,1702252800,25.96
1,1702256400,25.56
1,1702260000,25.06
1,1702263600,25.45
1,1702267200,25.2
1,1702270800,25.33
1,1702274400,25.61
1,1702278000,25.92
1,1702281600,25.53
1,1702285200,25.27
1,1702288800,25.05
1,1702292400,25.72
1,1702296000,25.96
1,1702299600,25.07
1,1702303200,25.06
1,1702306800,25.85
1,1702310400,25.05
1,1702314000,25.06
1,1702317600,25.55
1,1702321200,25.56
1,1702324800,25.47
1,1702328400,25.15
1,1702332000,25.83
1,1702335600,25.86
1,1702339200,25.77
1,1702342800,25.5
1,1702346400,25.0
1,1702350000,25.25
1,1702353600,25.75
1,1702357200,25.73
1,1702360800,25.84
1,1702364400,25.0
1,1702368000,25.08
1,1702371600,25.57
1,1702375200,25.15
1,1702378800,25.81
1,1702382400,25.73
1,1702386000,25.24
1,1702389600,25.41
1,1702393200,25.15
1,1702396800,25.32
1,1702400400,25.15
1,1702404000,25.36
1,1702407600,25.09
1,1702411200,25.96
1,1702414800,25.58
1,1702418400,25.78
1,1702422000,25.48
1,1702425600,25.87
1,1702429200,25.31
1,1702432800,25.05
1,1702436400,25.73
1,1702440000,25.45
1,1702443600,25.31
1,1702447200,25.34
1,1702450800,25.28
1,1702454400,25.69
1,1702458000,25.56
1,1702461600,25.03
1,1702465200,25.48
1,1702468800,25.85
1,1702472400,25.66
1,1702476000,25.12
1,1702479600,25.72
1,1702483200,25.98
1,1702486800,25.6
1,1702490400,25.85
1,1702494000,25.87
1,1702497600,25.12
1,1702501200,25.51
1,1702504800,25.34
1,1702508400,25.87
1,1702512000,25.17
1,1702515600,25.5
1,1702519200,26.0
1,1702522800,25.64
1,1702526400,25.49
1,1702530000,25.54
1,1702533600,25.09
1,1702537200,25.46
1,1702540800,25.48
1,1702544400,25.21
1,1702548000,25.08
1,1702551600,25.19
1,1702555200,25.27
1,1702558800,25.18
1,1702562400,25.05
1,1702566000,25.96
1,1702569600,25.89
1,1702573200,25.08
1,1702576800,25.27
1,1702580400,25.1
1,1702584000,25.52
1,1702587600,25.21
1,1702591200,25.57
1,1702594800,25.22
1,1702598400,25.65
1,1702602000,25.38
1,1702605600,25.38
1,1702609200,25.01
1,1702612800,25.23
1,1702616400,25.03
1,1702620000,25.72
1,1702623600,25.37
1,1702627200,25.59
1,1702630800,25.81
1,1702634400,25.25
1,1702638000,25.54
1,1702641600,25.28
1,1702645200,25.79
1,1702648800,25.91
1,1702652400,25.39
1,1702656000,25.89
1,1702659600,25.37
1,1702663200,25.1
1,1702666800,25.84
1,1702670400,25.08
1,1702674000,25.92
1,1702677600,25.64
1,1702681200,25.31
1,1702684800,25.26
1,1702688400,25.52
1,1702692000,25.08
1,1702695600,25.65
1,1702699200,25.96
1,1702702800,25.09
1,1702706400,25.03
1,1702710000,25.26
1,1702713600,25.24
1,1702717200,25.04
1,1702720800,25.74
1,1702724400,25.75
1,1702728000,25.42
1,1702731600,25.79
1,1702735200,25.61
1,1702738800,25.75
1,1702742400,25.41
1,1702746000,25.93
1,1702749600,25.16
1,1702753200,25.65
1,1702756800,25.07
1,1702760400,25.07
1,1702764000,25.96
1,1702767600,25.7
1,1702771200,25.74
1,1702774800,25.13
1,1702778400,25.96
1,1702782000,25.24
1,1702785600,25.79
1,1702789200,25.59
1,1702792800,25.09
1,1702796400,25.27
1,1702800000,25.49
1,1702803600,25.15
1,1702807200,25.8
1,1702810800,25.47
1,1702814400,25.69
1,1702818000,25.27
1,1702821600,25.13
1,1702825200,25.78
1,1702828800,26.0
1,1702832400,25.13
1,1702836000,25.57
1,1702839600,25.94
1,1702843200,25.19
1,1702846800,25.78
1,1702850400,25.6
1,1702854000,25.08
1,1702857600,25.87
1,1702861200,25.03
1,1702864800,25.13
1,1702868400,25.61
1,1702872000,25.33
1,1702875600,25.21
1,1702879200,25.89
1,1702882800,25.42
1,1702886400,25.25
1,1702890000,25.99
1,1702893600,25.41
1,1702897200,25.01
1,1702900800,25.43
1,1702904400,25.91
1,1702908000,25.26
1,1702911600,25.11
1,1702915200,25.57
1,1702918800,25.63
1,1702922400,25.67
1,1702926000,25.73
1,1702929600,25.25
1,1702933200,25.58
1,1702936800,25.19
1,1702940400,25.88
1,1702944000,25.18
1,1702947600,25.68
1,1702951200,25.46
1,1702954800,25.37
1,1702958400,25.18
1,1702962000,25.12
1,1702965600,25.03
1,1702969200,25.76
1,1702972800,25.78
1,1702976400,25.77
1,1702980000,25.92
1,1702983600,25.23
1,1702987200,25.95
1,1702990800,25.04
1,1702994400,25.44
1,1702998000,25.78
1,1703001600,25.49
1,1703005200,25.3
1,1703008800,25.88
1,1703012400,25.31
1,1703016000,25.69
1,1703019600,25.98
1,1703023200,25.19
1,1703026800,25.7
1,1703030400,25.71
1,1703034000,25.18
1,1703037600,25.05
1,1703041200,25.9
1,1703044800,25.78
1,1703048400,25.59
1,1703052000,25.1
1,1703055600,25.12
1,1703059200,25.1
1,1703062800,25.53
1,1703066400,25.15
1,1703070000,25.14
1,1703073600,25.03
1,1703077200,25.26
1,1703080800,25.24
1,1703084400,25.96
1,1703088000,25.99
1,1703091600,25.74
1,1703095200,25.79
1,1703098800,25.78
1,1703102400,25.82
1,1703106000,25.52
1,1703109600,25.09
1,1703113200,25.18
1,1703116800,25.66
1,1703120400,25.91
1,1703124000,25.35
1,1703127600,25.68
1,1703131200,25.23
1,1703134800,25.22
1,1703138400,25.1
1,1703142000,25.27
1,1703145600,25.71
1,1703149200,25.35
1,1703152800,25.44
1,1703156400,25.76
1,1703160000,25.86
1,1703163600,25.45
1,1703167200,25.72
1,1703170800,25.02
1,1703174400,25.57
1,1703178000,25.96
1,1703181600,25.5
1,1703185200,25.27
1,1703188800,25.2
1,1703192400,25.79
1,1703196000,25.93
1,1703199600,25.13
1,1703203200,25.92
1,1703206800,25.11
1,1703210400,25.85
1,1703214000,25.88
1,1703217600,25.56
1,1703221200,25.81
1,1703224800,25.36
1,1703228400,25.43
1,1703232000,25.18
1,1703235600,25.09
1,1703239200,25.43
1,1703242800,25.48
1,1703246400,25.77
1,1703250000,25.58
1,1703253600,25.01
1,1703257200,25.82
1,1703260800,25.18
1,1703264400,25.81
1,1703268000,25.65
1,1703271600,25.57
1,1703275200,25.39
1,1703278800,25.62
1,1703282400,25.82
1,1703286000,25.83
1,1703289600,25.85
1,1703293200,25.15
1,1703296800,25.87
1,1703300400,25.32
1,1703304000,25.71
1,1703307600,25.87
1,1703311200,25.6
1,1703314800,25.49
1,1703318400,25.01
1,1703322000,25.98
1,1703325600,25.05
1,1703329200,25.22
1,1703332800,25.32
1,1703336400,25.41
1,1703340000,25.33
1,1703343600,25.31
1,1703347200,25.5
1,1703350800,25.15
1,1703354400,25.55
1,1703358000,25.61
1,1703361600,25.09
1,1703365200,25.54
1,1703368800,25.07
1,1703372400,25.15
1,1703376000,25.21
